timestamp,tunnel_id,source,target,overlay_type,ike_state,sa_bytes_tx,rekey_seconds_remaining,latency_ms,jitter_ms,packet_loss_pct,tunnel_health_score,dpd_failures,fault_active,fault_type
2026-06-24T00:00:30,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,71830916,2051,14.99,1.44,0.0201,96.8,0,0,normal
2026-06-24T00:00:30,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,320438240,1392,15.13,1.55,0.0208,100,2,0,normal
2026-06-24T00:00:30,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,215860597,2947,15.22,1.57,0.0182,91.6,1,0,normal
2026-06-24T00:00:30,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,384236953,2778,14.22,1.51,0.0213,100,0,0,normal
2026-06-24T00:00:30,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,27924334,2460,15.56,1.44,0.0207,94.3,1,0,normal
2026-06-24T00:00:30,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,314935919,1675,14.26,1.49,0.0208,99.5,2,0,normal
2026-06-24T00:00:30,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,388161081,1314,15.43,1.43,0.0211,95.9,0,0,normal
2026-06-24T00:00:30,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,56664726,2185,15.22,1.62,0.0199,96.7,2,0,normal
2026-06-24T00:00:30,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,373937288,3128,15.78,1.39,0.0191,100,2,0,normal
2026-06-24T00:00:30,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,274377288,1448,14.47,1.41,0.018,99.7,2,0,normal
2026-06-24T00:00:30,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,45200519,1943,14.44,1.52,0.0195,100,1,0,normal
2026-06-24T00:00:30,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,274487851,3195,14.59,1.52,0.0191,99.2,0,0,normal
2026-06-24T00:00:30,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,153460007,3234,14.95,1.58,0.0188,100,3,0,normal
2026-06-24T00:00:30,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,75587114,2915,15.18,1.47,0.0211,100,2,0,normal
2026-06-24T00:00:30,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,54759988,3461,15.41,1.43,0.0217,99.7,0,0,normal
2026-06-24T00:00:30,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,380996575,3456,15.16,1.52,0.0201,85.9,1,0,normal
2026-06-24T00:00:30,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,293124761,3212,14.83,1.52,0.0198,91.9,3,0,normal
2026-06-24T00:00:30,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,486181105,2412,14.78,1.44,0.0191,98.8,3,0,normal
2026-06-24T01:01:00,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,95304227,1751,13.73,1.52,0.0205,98.7,1,0,normal
2026-06-24T01:01:00,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,476154150,1991,14.9,1.5,0.0193,92.0,0,0,normal
2026-06-24T01:01:00,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,31320486,2305,15.02,1.48,0.02,90.9,1,0,normal
2026-06-24T01:01:00,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,139429921,1905,14.87,1.45,0.0203,93.2,1,0,normal
2026-06-24T01:01:00,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,205660436,3020,15.46,1.6,0.0204,89.2,3,0,normal
2026-06-24T01:01:00,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,246183378,3018,13.97,1.58,0.019,93.1,1,0,normal
2026-06-24T01:01:00,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,315854198,2616,14.26,1.52,0.0201,97.4,3,0,normal
2026-06-24T01:01:00,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,291200021,2760,14.81,1.59,0.0202,96.5,1,0,normal
2026-06-24T01:01:00,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,253190926,3021,16.1,1.53,0.0194,100,1,0,normal
2026-06-24T01:01:00,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,474444901,2513,15.43,1.49,0.0201,93.7,0,0,normal
2026-06-24T01:01:00,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,346360072,1898,15.14,1.54,0.0202,83.9,1,0,normal
2026-06-24T01:01:00,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,234646878,2656,14.45,1.64,0.0199,100,3,0,normal
2026-06-24T01:01:00,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,472832523,1227,14.91,1.53,0.0194,100,1,0,normal
2026-06-24T01:01:00,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,358978160,3371,15.18,1.48,0.0198,100,2,0,normal
2026-06-24T01:01:00,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,355312230,1875,15.66,1.35,0.0209,100,1,0,normal
2026-06-24T01:01:00,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,357419684,3348,14.41,1.54,0.0196,94.3,0,0,normal
2026-06-24T01:01:00,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,419565196,1289,14.78,1.45,0.0192,94.3,3,0,normal
2026-06-24T01:01:00,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,232047214,1774,14.05,1.43,0.0196,100,0,0,normal
2026-06-24T02:01:30,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,268297399,1737,14.23,1.41,0.0191,100,2,0,normal
2026-06-24T02:01:30,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,20379726,1230,15.87,1.63,0.02,100,12,1,congestion_buildup
2026-06-24T02:01:30,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,123497640,1853,15.93,1.39,0.0193,100,1,0,normal
2026-06-24T02:01:30,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,45050124,1429,14.2,1.39,0.0175,100,1,0,normal
2026-06-24T02:01:30,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,262983631,3402,14.0,1.59,0.0208,100,0,0,normal
2026-06-24T02:01:30,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,334990430,3409,13.28,1.48,0.0178,100,1,0,normal
2026-06-24T02:01:30,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,391104598,2481,14.27,1.45,0.0203,98.5,3,0,normal
2026-06-24T02:01:30,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,282340676,2809,13.84,1.36,0.0192,86.1,3,0,normal
2026-06-24T02:01:30,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,337009666,2045,14.79,1.51,0.0206,85.1,3,0,normal
2026-06-24T02:01:30,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,468879389,3133,15.16,1.56,0.0213,100,1,0,normal
2026-06-24T02:01:30,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,447600235,2517,15.09,1.48,0.0202,100,1,0,normal
2026-06-24T02:01:30,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,463525885,3376,14.95,1.53,0.0189,98.2,1,0,normal
2026-06-24T02:01:30,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,34701526,1835,15.4,1.42,0.0217,95.7,0,0,normal
2026-06-24T02:01:30,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,77870290,1214,15.33,1.52,0.0196,100,0,0,normal
2026-06-24T02:01:30,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,227811897,1817,14.31,1.37,0.0201,100,0,0,normal
2026-06-24T02:01:30,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,107975181,1853,15.42,1.47,0.0202,100,2,0,normal
2026-06-24T02:01:30,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,127773963,2770,14.38,1.35,0.0205,100,3,0,normal
2026-06-24T02:01:30,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,268781365,3349,15.54,1.45,0.0199,92.3,1,0,normal
2026-06-24T03:02:00,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,238317138,2635,16.58,1.56,0.021,97.4,1,0,normal
2026-06-24T03:02:00,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,337517227,3399,15.43,1.32,0.0207,97.2,0,1,congestion_buildup
2026-06-24T03:02:00,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,497413862,1736,15.81,1.42,0.02,96.6,3,0,normal
2026-06-24T03:02:00,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,372380685,1906,14.02,1.52,0.0202,98.1,3,0,normal
2026-06-24T03:02:00,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,100721573,1333,14.55,1.39,0.0206,94.6,2,0,normal
2026-06-24T03:02:00,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,154441311,3491,14.96,1.42,0.0203,100,1,0,normal
2026-06-24T03:02:00,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,487137564,3047,13.24,1.48,0.0199,100,1,0,normal
2026-06-24T03:02:00,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,397462151,2921,14.86,1.64,0.0212,100,2,0,normal
2026-06-24T03:02:00,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,443054742,1536,14.32,1.6,0.0181,100,2,0,normal
2026-06-24T03:02:00,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,235845821,3353,15.09,1.49,0.021,95.3,3,0,normal
2026-06-24T03:02:00,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,221224061,1881,15.85,1.44,0.019,100,0,0,normal
2026-06-24T03:02:00,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,390801338,2801,15.52,1.41,0.0209,100,3,0,normal
2026-06-24T03:02:00,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,479803489,3570,16.47,1.51,0.0202,96.7,1,0,normal
2026-06-24T03:02:00,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,341390126,1742,14.53,1.44,0.0188,89.7,3,0,normal
2026-06-24T03:02:00,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,284411985,1240,14.81,1.48,0.0209,89.6,1,0,normal
2026-06-24T03:02:00,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,228690804,3330,14.96,1.48,0.019,100,2,0,normal
2026-06-24T03:02:00,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,355257335,2510,13.81,1.33,0.0208,100,1,0,normal
2026-06-24T03:02:00,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,297087825,2739,14.66,1.45,0.0207,100,3,0,normal
2026-06-24T04:02:30,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,124337557,3087,16.18,1.5,0.0199,96.2,0,0,normal
2026-06-24T04:02:30,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,395534102,2632,14.03,1.56,0.0198,97.6,2,0,normal
2026-06-24T04:02:30,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,398182774,2831,16.6,1.51,0.0215,95.2,0,0,normal
2026-06-24T04:02:30,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,241720514,1788,14.46,1.55,0.0195,100,1,0,normal
2026-06-24T04:02:30,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,270610013,2218,14.95,1.44,0.02,92.8,2,0,normal
2026-06-24T04:02:30,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,172520785,1832,14.6,1.56,0.0201,89.7,3,0,normal
2026-06-24T04:02:30,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,53714452,2399,14.88,1.28,0.0189,97.2,3,0,normal
